sentimen,tweet,tweet_lowercase,tweet_tokenized,tweet_stemmed,tweet_process
netral,Assalamu'alaikum.  Saya tahu 1 suara itu sgt berharga dlm upaya memenangkan 02 @prabowo & @sandiuno saya hrs merelakan suara dikarenakan berada di Jkt namun KTP daerah. Semoga suara saya yg tdk disertakan bisa terbalaskan dgn doa. Semoga Allah SWT mengabulkan itu. Aamiin ya Rabb https://twitter.com/sandiuno/status/1117101696696455173Â â€¦,Assalamu'alaikum.  Saya tahu 1 suara itu sgt berharga dlm upaya memenangkan 02 @prabowo & @sandiuno saya hrs merelakan suara dikarenakan berada di Jkt namun KTP daerah. Semoga suara saya yg tdk disertakan bisa terbalaskan dgn doa. Semoga Allah SWT mengabulkan itu. Aamiin ya Rabb https://twitter.com/sandiuno/status/1117101696696455173Â â€¦,"[""Assalamu'alaikum"", '.', 'Saya', 'tahu', '1', 'suara', 'itu', 'sgt', 'berharga', 'dlm', 'upaya', 'memenangkan', '02', '@prabowo', '&', '@sandiuno', 'saya', 'hrs', 'merelakan', 'suara', 'dikarenakan', 'berada', 'di', 'Jkt', 'namun', 'KTP', 'daerah', '.', 'Semoga', 'suara', 'saya', 'yg', 'tdk', 'disertakan', 'bisa', 'terbalaskan', 'dgn', 'doa', '.', 'Semoga', 'Allah', 'SWT', 'mengabulkan', 'itu', '.', 'Aamiin', 'ya', 'Rabb', 'https://twitter.com/sandiuno/status/1117101696696455173Â', 'â', '€', '¦']","['assalamu alaikum', '', 'saya', 'tahu', '1', 'suara', 'itu', 'sgt', 'harga', 'dlm', 'upaya', 'menang', '02', 'prabowo', '', 'sandiuno', 'saya', 'hrs', 'rela', 'suara', 'karena', 'ada', 'di', 'jkt', 'namun', 'ktp', 'daerah', '', 'moga', 'suara', 'saya', 'yg', 'tdk', 'serta', 'bisa', 'balas', 'dgn', 'doa', '', 'moga', 'allah', 'swt', 'kabul', 'itu', '', 'aamiin', 'ya', 'rabb', 'https twitter com sandiuno status 1117101696696455173', '', '', '']",assalamu alaikum  saya tahu  suara itu sgt harga dlm upaya menang  prabowo  sandiuno saya hrs rela suara karena ada di jkt namun ktp daerah  moga suara saya yg tdk serta bisa balas dgn doa  moga allah swt kabul itu  aamiin ya rabb  twitter com sandiuno status    
negatif,"Jika Terpilih, Prabowo-Sandiaga Janji Tak Ambil Gaji  -  Kita tahu mereka orang-orang yang superkaya, mbok ya rendah hatilah jangan menyatakan kata2 berkonotasi angkuh !!  https://m.detik.com/news/berita/d-4509616/jika-terpilih-prabowo-sandiaga-janji-tak-ambil-gaji?utm_content=detikcom&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1555171378Â â€¦","Jika Terpilih, Prabowo-Sandiaga Janji Tak Ambil Gaji  -  Kita tahu mereka orang-orang yang superkaya, mbok ya rendah hatilah jangan menyatakan kata2 berkonotasi angkuh !!  https://m.detik.com/news/berita/d-4509616/jika-terpilih-prabowo-sandiaga-janji-tak-ambil-gaji?utm_content=detikcom&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1555171378Â â€¦","['Jika', 'Terpilih', ',', 'Prabowo-Sandiaga', 'Janji', 'Tak', 'Ambil', 'Gaji', '-', 'Kita', 'tahu', 'mereka', 'orang-orang', 'yang', 'superkaya', ',', 'mbok', 'ya', 'rendah', 'hatilah', 'jangan', 'menyatakan', 'kata', '2', 'berkonotasi', 'angkuh', '!', '!', 'https://m.detik.com/news/berita/d-4509616/jika-terpilih-prabowo-sandiaga-janji-tak-ambil-gaji?utm_content=detikcom&utm_term=echobox&utm_medium=oa&utm_campaign=detikcomsocmed&utm_source=Twitter#Echobox=1555171378Â', 'â', '€', '¦']","['jika', 'pilih', '', 'prabowo-sandiaga', 'janji', 'tak', 'ambil', 'gaji', '-', 'kita', 'tahu', 'mereka', 'orang', 'yang', 'superkaya', '', 'mbok', 'ya', 'rendah', 'hati', 'jangan', 'nyata', 'kata', '2', 'konotasi', 'angkuh', '', '', 'https m detik com news berita d-4509616 jika-terpilih-prabowo-sandiaga-janji-tak-ambil-gaji utm content detikcom utm term echobox utm medium oa utm campaign detikcomsocmed utm source twitter echobox 1555171378', '', '', '']",jika pilih  prabowosandiaga janji tak ambil gaji  kita tahu mereka orang yang superkaya  mbok ya rendah hati jangan nyata kata  konotasi angkuh    m detik com news berita d jikaterpilihprabowosandiagajanjitakambilgaji utm content detikcom utm term echobox utm medium oa utm campaign detikcomsocmed utm source twitter echobox    
negatif,@prabowo apa bapak  gak menghargai relawan yg puasa dan tirakatan munajad semalam suntuk berdoa untuk kemenangan 02 ? Mhn dibalas tweet dan kontribusi ngopi rokok dll mereka yg  tirakat/mujahadah .Jika tdk maka 02 akan gagal.Ayo semua  tirakat/ munajad.In,@prabowo apa bapak  gak menghargai relawan yg puasa dan tirakatan munajad semalam suntuk berdoa untuk kemenangan 02 ? Mhn dibalas tweet dan kontribusi ngopi rokok dll mereka yg  tirakat/mujahadah .Jika tdk maka 02 akan gagal.Ayo semua  tirakat/ munajad.In,"['@prabowo', 'apa', 'bapak', 'gak', 'menghargai', 'relawan', 'yg', 'puasa', 'dan', 'tirakatan', 'munajad', 'semalam', 'suntuk', 'berdoa', 'untuk', 'kemenangan', '02', '?', 'Mhn', 'dibalas', 'tweet', 'dan', 'kontribusi', 'ngopi', 'rokok', 'dll', 'mereka', 'yg', 'tirakat', '/', 'mujahadah', '.', 'Jika', 'tdk', 'maka', '02', 'akan', 'gagal.Ayo', 'semua', 'tirakat', '/', 'munajad.In']","['prabowo', 'apa', 'bapak', 'gak', 'harga', 'rawan', 'yg', 'puasa', 'dan', 'tirakat', 'munajad', 'malam', 'suntuk', 'doa', 'untuk', 'menang', '02', '', 'mhn', 'balas', 'tweet', 'dan', 'kontribusi', 'ngopi', 'rokok', 'dll', 'mereka', 'yg', 'tirakat', '', 'mujahadah', '', 'jika', 'tdk', 'maka', '02', 'akan', 'gagal ayo', 'semua', 'tirakat', '', 'munajad in']",prabowo apa bapak gak harga rawan yg puasa dan tirakat munajad malam suntuk doa untuk menang   mhn balas tweet dan kontribusi ngopi rokok dll mereka yg tirakat  mujahadah  jika tdk maka  akan gagal ayo semua tirakat  munajad in
positif,Prabowo sandi menang otomatis kita ikut bersedekah bagi kaum farkir miskin dan dhuafa melalui gaji mereka berfua yg tidak akan diambil dan akan disedekahkan  #17AprilTusukPrabowoSandi,Prabowo sandi menang otomatis kita ikut bersedekah bagi kaum farkir miskin dan dhuafa melalui gaji mereka berfua yg tidak akan diambil dan akan disedekahkan  #17AprilTusukPrabowoSandi,"['Prabowo', 'sandi', 'menang', 'otomatis', 'kita', 'ikut', 'bersedekah', 'bagi', 'kaum', 'farkir', 'miskin', 'dan', 'dhuafa', 'melalui', 'gaji', 'mereka', 'berfua', 'yg', 'tidak', 'akan', 'diambil', 'dan', 'akan', 'disedekahkan', '#17AprilTusukPrabowoSandi']","['prabowo', 'sandi', 'menang', 'otomatis', 'kita', 'ikut', 'sedekah', 'bagi', 'kaum', 'farkir', 'miskin', 'dan', 'dhuafa', 'lalu', 'gaji', 'mereka', 'berfua', 'yg', 'tidak', 'akan', 'ambil', 'dan', 'akan', 'sedekah', '17apriltusukprabowosandi']",prabowo sandi menang otomatis kita ikut sedekah bagi kaum farkir miskin dan dhuafa lalu gaji mereka berfua yg tidak akan ambil dan akan sedekah apriltusukprabowosandi
positif,#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Kepercayaan hanya diberikan pd mrk yg berpengalaman. Seorang @jokowi memiliki wakil yg berpengalaman dibidang ekonomi. Coblos YUK 01 Yaâ€¦.   https://www.merdeka.com/uang/harapan-dan-prediksi-ekonomi-di-tangan-jokowi-maruf-amin.htmlÂ â€¦,#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Kepercayaan hanya diberikan pd mrk yg berpengalaman. Seorang @jokowi memiliki wakil yg berpengalaman dibidang ekonomi. Coblos YUK 01 Yaâ€¦.   https://www.merdeka.com/uang/harapan-dan-prediksi-ekonomi-di-tangan-jokowi-maruf-amin.htmlÂ â€¦,"['#PilihOrangBaik', '#PilihJelasIslamnya', '#PilihBajuPutih', 'Kepercayaan', 'hanya', 'diberikan', 'pd', 'mrk', 'yg', 'berpengalaman', '.', 'Seorang', '@jokowi', 'memiliki', 'wakil', 'yg', 'berpengalaman', 'dibidang', 'ekonomi', '.', 'Coblos', 'YUK', '01', 'Yaâ', '€', '¦', '.', 'https://www.merdeka.com/uang/harapan-dan-prediksi-ekonomi-di-tangan-jokowi-maruf-amin.htmlÂ', 'â', '€', '¦']","['pilihorangbaik', 'pilihjelasislamnya', 'pilihbajuputih', 'percaya', 'hanya', 'beri', 'pd', 'mrk', 'yg', 'alam', '', 'orang', 'jokowi', 'milik', 'wakil', 'yg', 'alam', 'bidang', 'ekonomi', '', 'coblos', 'yuk', '01', 'ya', '', '', '', 'https www merdeka com uang harapan-dan-prediksi-ekonomi-di-tangan-jokowi-maruf-amin html', '', '', '']",pilihorangbaik pilihjelasislamnya pilihbajuputih percaya hanya beri pd mrk yg alam  orang jokowi milik wakil yg alam bidang ekonomi  coblos yuk  ya     www merdeka com uang harapandanprediksiekonomiditanganjokowimarufamin html   
negatif,"UMMAT ISLAM YG WARAS DAN CERDAS PASTI SENANG BERAMAL,COBLOS PRABOWO  ANDA IKUT ANDIL DLM BERAMAL , GAJI BELIAU TDK DIAMBIL  TP UNTK AMAL***","UMMAT ISLAM YG WARAS DAN CERDAS PASTI SENANG BERAMAL,COBLOS PRABOWO  ANDA IKUT ANDIL DLM BERAMAL , GAJI BELIAU TDK DIAMBIL  TP UNTK AMAL***","['UMMAT', 'ISLAM', 'YG', 'WARAS', 'DAN', 'CERDAS', 'PASTI', 'SENANG', 'BERAMAL', ',', 'COBLOS', 'PRABOWO', 'ANDA', 'IKUT', 'ANDIL', 'DLM', 'BERAMAL', ',', 'GAJI', 'BELIAU', 'TDK', 'DIAMBIL', 'TP', 'UNTK', 'AMAL', '*', '*', '*']","['ummat', 'islam', 'yg', 'waras', 'dan', 'cerdas', 'pasti', 'senang', 'amal', '', 'coblos', 'prabowo', 'anda', 'ikut', 'andil', 'dlm', 'amal', '', 'gaji', 'beliau', 'tdk', 'ambil', 'tp', 'untk', 'amal', '', '', '']",ummat islam yg waras dan cerdas pasti senang amal  coblos prabowo anda ikut andil dlm amal  gaji beliau tdk ambil tp untk amal   
positif,"#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Keberhasilan tidak hanya dibidang infrastruktur, Jokowi jg berhasil memperbaiki ekonomi Indonesia. Coblos YUK 01 Yaâ€¦.  https://kumparan.com/beritajatim/kein-ada-18-keberhasilan-ekonomi-di-era-jokowi-1546401151770458328Â â€¦","#PilihOrangBaik #PilihJelasIslamnya #PilihBajuPutih  Keberhasilan tidak hanya dibidang infrastruktur, Jokowi jg berhasil memperbaiki ekonomi Indonesia. Coblos YUK 01 Yaâ€¦.  https://kumparan.com/beritajatim/kein-ada-18-keberhasilan-ekonomi-di-era-jokowi-1546401151770458328Â â€¦","['#PilihOrangBaik', '#PilihJelasIslamnya', '#PilihBajuPutih', 'Keberhasilan', 'tidak', 'hanya', 'dibidang', 'infrastruktur', ',', 'Jokowi', 'jg', 'berhasil', 'memperbaiki', 'ekonomi', 'Indonesia', '.', 'Coblos', 'YUK', '01', 'Yaâ', '€', '¦', '.', 'https://kumparan.com/beritajatim/kein-ada-18-keberhasilan-ekonomi-di-era-jokowi-1546401151770458328Â', 'â', '€', '¦']","['pilihorangbaik', 'pilihjelasislamnya', 'pilihbajuputih', 'hasil', 'tidak', 'hanya', 'bidang', 'infrastruktur', '', 'jokowi', 'jg', 'hasil', 'baik', 'ekonomi', 'indonesia', '', 'coblos', 'yuk', '01', 'ya', '', '', '', 'https kumpar com beritajatim kein-ada-18-keberhasilan-ekonomi-di-era-jokowi-1546401151770458328', '', '', '']",pilihorangbaik pilihjelasislamnya pilihbajuputih hasil tidak hanya bidang infrastruktur  jokowi jg hasil baik ekonomi indonesia  coblos yuk  ya     kumpar com beritajatim keinadakeberhasilanekonomidierajokowi   
negatif,"Model ngeles petruk Sudah ketaker  Ber-busa2 didepan Sandi ngomongin ekonomi makro dg congkaknya  Untung Sandi nya sabar gak di kick balik Pantesan menteri2nya yg pintar2 pada mbodoni  , lha juragannya kyk gini pek*k nya  ..ðŸ˜¢ðŸ˜¬ #UASdifitnahKejiBalasDiTPS @prabowo @sandiuno","Model ngeles petruk Sudah ketaker  Ber-busa2 didepan Sandi ngomongin ekonomi makro dg congkaknya  Untung Sandi nya sabar gak di kick balik Pantesan menteri2nya yg pintar2 pada mbodoni  , lha juragannya kyk gini pek*k nya  ..ðŸ˜¢ðŸ˜¬ #UASdifitnahKejiBalasDiTPS @prabowo @sandiuno","['Model', 'ngeles', 'petruk', 'Sudah', 'ketaker', 'Ber-busa', '2', 'didepan', 'Sandi', 'ngomongin', 'ekonomi', 'makro', 'dg', 'congkaknya', 'Untung', 'Sandi', 'nya', 'sabar', 'gak', 'di', 'kick', 'balik', 'Pantesan', 'menteri', '2nya', 'yg', 'pintar', '2', 'pada', 'mbodoni', ',', 'lha', 'juragannya', 'kyk', 'gini', 'pek', '*', 'k', 'nya', '..', 'ðŸ', '˜', '¢', 'ðŸ', '˜', '¬', '#UASdifitnahKejiBalasDiTPS', '@prabowo', '@sandiuno']","['model', 'ngeles', 'truk', 'sudah', 'ketaker', 'ber-busa', '2', 'depan', 'sandi', 'ngomongin', 'ekonomi', 'makro', 'dg', 'congkak', 'untung', 'sandi', 'nya', 'sabar', 'gak', 'di', 'kick', 'balik', 'pantesan', 'menteri', '2nya', 'yg', 'pintar', '2', 'pada', 'mbodoni', '', 'lha', 'juragan', 'kyk', 'gin', 'pek', '', 'k', 'nya', '', '', '', '', '', '', '', 'uasdifitnahkejibalasditps', 'prabowo', 'sandiuno']",model ngeles truk sudah ketaker berbusa  depan sandi ngomongin ekonomi makro dg congkak untung sandi nya sabar gak di kick balik pantesan menteri nya yg pintar  pada mbodoni  lha juragan kyk gin pek  k nya        uasdifitnahkejibalasditps prabowo sandiuno
positif,"Dengan memilih 02 kita sudah bersodakoh,  karna prabowo sandi menyumbangkan gaji mereka untuk negara,fakir miskin, yatim piatu, masjid. Jadikan prabowo sandi presiden dan wakil presiden RI  #SAVE_UAS","Dengan memilih 02 kita sudah bersodakoh,  karna prabowo sandi menyumbangkan gaji mereka untuk negara,fakir miskin, yatim piatu, masjid. Jadikan prabowo sandi presiden dan wakil presiden RI  #SAVE_UAS","['Dengan', 'memilih', '02', 'kita', 'sudah', 'bersodakoh', ',', 'karna', 'prabowo', 'sandi', 'menyumbangkan', 'gaji', 'mereka', 'untuk', 'negara', ',', 'fakir', 'miskin', ',', 'yatim', 'piatu', ',', 'masjid', '.', 'Jadikan', 'prabowo', 'sandi', 'presiden', 'dan', 'wakil', 'presiden', 'RI', '#SAVE_UAS']","['dengan', 'pilih', '02', 'kita', 'sudah', 'bersodakoh', '', 'karna', 'prabowo', 'sandi', 'sumbang', 'gaji', 'mereka', 'untuk', 'negara', '', 'fakir', 'miskin', '', 'yatim', 'piatu', '', 'masjid', '', 'jadi', 'prabowo', 'sandi', 'presiden', 'dan', 'wakil', 'presiden', 'ri', 'save uas']",dengan pilih  kita sudah bersodakoh  karna prabowo sandi sumbang gaji mereka untuk negara  fakir miskin  yatim piatu  masjid  jadi prabowo sandi presiden dan wakil presiden ri save uas
positif,Alhamdulillah Capres 02 Mau sedekahkan Gajinya Untuk Rakyat Miskin..  Disini kami Korban2 Gempa2 pasigala butuh bantuan pak.. @prabowo @sandiuno @karniilyas @rockygerung #PrabowoSandi #02MenangAdilMakmur,Alhamdulillah Capres 02 Mau sedekahkan Gajinya Untuk Rakyat Miskin..  Disini kami Korban2 Gempa2 pasigala butuh bantuan pak.. @prabowo @sandiuno @karniilyas @rockygerung #PrabowoSandi #02MenangAdilMakmur,"['Alhamdulillah', 'Capres', '02', 'Mau', 'sedekahkan', 'Gajinya', 'Untuk', 'Rakyat', 'Miskin', '..', 'Disini', 'kami', 'Korban', '2', 'Gempa', '2', 'pasigala', 'butuh', 'bantuan', 'pak', '..', '@prabowo', '@sandiuno', '@karniilyas', '@rockygerung', '#PrabowoSandi', '#02MenangAdilMakmur']","['alhamdulillah', 'capres', '02', 'mau', 'sedekah', 'gaji', 'untuk', 'rakyat', 'miskin', '', 'sini', 'kami', 'korban', '2', 'gempa', '2', 'pasigala', 'butuh', 'bantu', 'pak', '', 'prabowo', 'sandiuno', 'karniilyas', 'rockygerung', 'prabowosandi', '02menangadilmakmur']",alhamdulillah capres  mau sedekah gaji untuk rakyat miskin  sini kami korban  gempa  pasigala butuh bantu pak  prabowo sandiuno karniilyas rockygerung prabowosandi menangadilmakmur
netral,"No. 5 donk mang.  Dan sayah percaya, semua saudara seperjuangan 02, ikhlas HANYA ingin negeri ini berubah jauh lebik baik lg dari sekarang. Masyarakatnya damai, tenang, aman...kesejahteraan meningkat, harga2 rendah & stabil #UASdifitnahKejiBalasDiTPS #UASdifitnahKejiBalasDiTPS","No. 5 donk mang.  Dan sayah percaya, semua saudara seperjuangan 02, ikhlas HANYA ingin negeri ini berubah jauh lebik baik lg dari sekarang. Masyarakatnya damai, tenang, aman...kesejahteraan meningkat, harga2 rendah & stabil #UASdifitnahKejiBalasDiTPS #UASdifitnahKejiBalasDiTPS","['No', '.', '5', 'donk', 'mang', '.', 'Dan', 'sayah', 'percaya', ',', 'semua', 'saudara', 'seperjuangan', '02', ',', 'ikhlas', 'HANYA', 'ingin', 'negeri', 'ini', 'berubah', 'jauh', 'lebik', 'baik', 'lg', 'dari', 'sekarang', '.', 'Masyarakatnya', 'damai', ',', 'tenang', ',', 'aman', '...', 'kesejahteraan', 'meningkat', ',', 'harga', '2', 'rendah', '&', 'stabil', '#UASdifitnahKejiBalasDiTPS', '#UASdifitnahKejiBalasDiTPS']","['no', '', '5', 'donk', 'mang', '', 'dan', 'sayah', 'percaya', '', 'semua', 'saudara', 'juang', '02', '', 'ikhlas', 'hanya', 'ingin', 'negeri', 'ini', 'ubah', 'jauh', 'lebik', 'baik', 'lg', 'dari', 'sekarang', '', 'masyarakat', 'damai', '', 'tenang', '', 'aman', '', 'sejahtera', 'tingkat', '', 'harga', '2', 'rendah', '', 'stabil', 'uasdifitnahkejibalasditps', 'uasdifitnahkejibalasditps']",no   donk mang  dan sayah percaya  semua saudara juang   ikhlas hanya ingin negeri ini ubah jauh lebik baik lg dari sekarang  masyarakat damai  tenang  aman  sejahtera tingkat  harga  rendah  stabil uasdifitnahkejibalasditps uasdifitnahkejibalasditps
negatif,@DivHumas_Polri  Gakan di ladenin sama pak pulisi   Karna pak pulisi di gaji sama @jokowi pake duit @jokowi bukaan sama RAKYAT!!!  lapor nya nanti aja tunggu udah ganti presiden   #UASdifitnahKejiDanBrutal #UASdifitnahKejiDanBrutal #UASdifitnahKejiDanBrut,@DivHumas_Polri  Gakan di ladenin sama pak pulisi   Karna pak pulisi di gaji sama @jokowi pake duit @jokowi bukaan sama RAKYAT!!!  lapor nya nanti aja tunggu udah ganti presiden   #UASdifitnahKejiDanBrutal #UASdifitnahKejiDanBrutal #UASdifitnahKejiDanBrut,"['@DivHumas_Polri', 'Gakan', 'di', 'ladenin', 'sama', 'pak', 'pulisi', 'Karna', 'pak', 'pulisi', 'di', 'gaji', 'sama', '@jokowi', 'pake', 'duit', '@jokowi', 'bukaan', 'sama', 'RAKYAT', '!', '!', '!', 'lapor', 'nya', 'nanti', 'aja', 'tunggu', 'udah', 'ganti', 'presiden', '#UASdifitnahKejiDanBrutal', '#UASdifitnahKejiDanBrutal', '#UASdifitnahKejiDanBrut']","['divhumas polri', 'gakan', 'di', 'ladenin', 'sama', 'pak', 'pulisi', 'karna', 'pak', 'pulisi', 'di', 'gaji', 'sama', 'jokowi', 'pake', 'duit', 'jokowi', 'buka', 'sama', 'rakyat', '', '', '', 'lapor', 'nya', 'nanti', 'aja', 'tunggu', 'udah', 'ganti', 'presiden', 'uasdifitnahkejidanbrutal', 'uasdifitnahkejidanbrutal', 'uasdifitnahkejidanbrut']",divhumas polri gakan di ladenin sama pak pulisi karna pak pulisi di gaji sama jokowi pake duit jokowi buka sama rakyat    lapor nya nanti aja tunggu udah ganti presiden uasdifitnahkejidanbrutal uasdifitnahkejidanbrutal uasdifitnahkejidanbrut
negatif,"baguslah pendukung jokowi tebang pohon bkn dg golok/gergaji, tapi dg ranting pohon itu sendiri, jadi elektabilitas jokowi nyungseb bkn oleh lawan politiknya, tapi oleh pendukung dari dalam sendiri. TOLOL DIPELIHARA, DASAR EBONG  https://twitter.com/AkunTofa/status/1117528741809229824Â â€¦","baguslah pendukung jokowi tebang pohon bkn dg golok/gergaji, tapi dg ranting pohon itu sendiri, jadi elektabilitas jokowi nyungseb bkn oleh lawan politiknya, tapi oleh pendukung dari dalam sendiri. TOLOL DIPELIHARA, DASAR EBONG  https://twitter.com/AkunTofa/status/1117528741809229824Â â€¦","['baguslah', 'pendukung', 'jokowi', 'tebang', 'pohon', 'bkn', 'dg', 'golok', '/', 'gergaji', ',', 'tapi', 'dg', 'ranting', 'pohon', 'itu', 'sendiri', ',', 'jadi', 'elektabilitas', 'jokowi', 'nyungseb', 'bkn', 'oleh', 'lawan', 'politiknya', ',', 'tapi', 'oleh', 'pendukung', 'dari', 'dalam', 'sendiri', '.', 'TOLOL', 'DIPELIHARA', ',', 'DASAR', 'EBONG', 'https://twitter.com/AkunTofa/status/1117528741809229824Â', 'â', '€', '¦']","['bagus', 'dukung', 'jokowi', 'tebang', 'pohon', 'bkn', 'dg', 'golok', '', 'gergaji', '', 'tapi', 'dg', 'ranting', 'pohon', 'itu', 'sendiri', '', 'jadi', 'elektabilitas', 'jokowi', 'nyungseb', 'bkn', 'oleh', 'lawan', 'politik', '', 'tapi', 'oleh', 'dukung', 'dari', 'dalam', 'sendiri', '', 'tolol', 'pelihara', '', 'dasar', 'ebong', 'https twitter com akuntofa status 1117528741809229824', '', '', '']",bagus dukung jokowi tebang pohon bkn dg golok  gergaji  tapi dg ranting pohon itu sendiri  jadi elektabilitas jokowi nyungseb bkn oleh lawan politik  tapi oleh dukung dari dalam sendiri  tolol pelihara  dasar ebong  twitter com akuntofa status    
positif,"Memang tidak bisa kita menghendaki harga cabai sampai Rp 10.000, harga bawang sampai Rp 5.000, petaninya yang kasihan, kata Jokowi #2019JokowiKyaiMaruf #1PeriodeLagiUntukJokowi #PesonaBonoSurfing  https://twitter.com/tag_nusantara/status/1061795598209232896/photo/1 pic.twitter.com/NApI0SoReiÂ ","Memang tidak bisa kita menghendaki harga cabai sampai Rp 10.000, harga bawang sampai Rp 5.000, petaninya yang kasihan, kata Jokowi #2019JokowiKyaiMaruf #1PeriodeLagiUntukJokowi #PesonaBonoSurfing  https://twitter.com/tag_nusantara/status/1061795598209232896/photo/1 pic.twitter.com/NApI0SoReiÂ ","['Memang', 'tidak', 'bisa', 'kita', 'menghendaki', 'harga', 'cabai', 'sampai', 'Rp', '10.000', ',', 'harga', 'bawang', 'sampai', 'Rp', '5.000', ',', 'petaninya', 'yang', 'kasihan', ',', 'kata', 'Jokowi', '#2019JokowiKyaiMaruf', '#1PeriodeLagiUntukJokowi', '#PesonaBonoSurfing', 'https://twitter.com/tag_nusantara/status/1061795598209232896/photo/1', 'pic.twitter.com/NApI0SoReiÂ']","['memang', 'tidak', 'bisa', 'kita', 'hendak', 'harga', 'cabai', 'sampai', 'rp', '10 000', '', 'harga', 'bawang', 'sampai', 'rp', '5 000', '', 'petan', 'yang', 'kasihan', '', 'kata', 'jokowi', '2019jokowikyaimaruf', '1periodelagiuntukjokowi', 'pesonabonosurfing', 'https twitter com tag nusantara status 1061795598209232896 photo 1', 'pic twitter com napi0sorei']",memang tidak bisa kita hendak harga cabai sampai rp    harga bawang sampai rp    petan yang kasihan  kata jokowi jokowikyaimaruf periodelagiuntukjokowi pesonabonosurfing  twitter com tag nusantara status  photo  pic twitter com napisorei
netral,Presiden Jokowi dan Raja Salman Sepakat Tingkatkan Kerjasama Ekonomi  https://apahabar.com/2019/04/presiden-jokowi-dan-raja-salman-sepakat-tingkatkan-kerjasama-ekonomi/Â â€¦ via @apahabar.com,Presiden Jokowi dan Raja Salman Sepakat Tingkatkan Kerjasama Ekonomi  https://apahabar.com/2019/04/presiden-jokowi-dan-raja-salman-sepakat-tingkatkan-kerjasama-ekonomi/Â â€¦ via @apahabar.com,"['Presiden', 'Jokowi', 'dan', 'Raja', 'Salman', 'Sepakat', 'Tingkatkan', 'Kerjasama', 'Ekonomi', 'https://apahabar.com/2019/04/presiden-jokowi-dan-raja-salman-sepakat-tingkatkan-kerjasama-ekonomi/Â', 'â', '€', '¦', 'via', '@apahabar', '.', 'com']","['presiden', 'jokowi', 'dan', 'raja', 'salman', 'sepakat', 'tingkat', 'kerjasama', 'ekonomi', 'https apahabar com 2019 04 presiden-jokowi-dan-raja-salman-sepakat-tingkatkan-kerjasama-ekonomi', '', '', '', 'via', 'apahabar', '', 'com']",presiden jokowi dan raja salman sepakat tingkat kerjasama ekonomi  apahabar com   presidenjokowidanrajasalmansepakattingkatkankerjasamaekonomi    via apahabar  com
negatif,02 kelar hidupmu.. bisanya cuma harga mahal turunkan solusi 0% kubu Prabowo bahlull,02 kelar hidupmu.. bisanya cuma harga mahal turunkan solusi 0% kubu Prabowo bahlull,"['02', 'kelar', 'hidupmu', '..', 'bisanya', 'cuma', 'harga', 'mahal', 'turunkan', 'solusi', '0', '%', 'kubu', 'Prabowo', 'bahlull']","['02', 'kelar', 'hidup', '', 'bisa', 'cuma', 'harga', 'mahal', 'turun', 'solusi', '0', '', 'kubu', 'prabowo', 'bahlull']", kelar hidup  bisa cuma harga mahal turun solusi   kubu prabowo bahlull
