sentimen,tweet,tweet_tokenized,tweet_no_stopwords,tweet_stemmed,tweet_process
negatif,masalahnya pak  janji bahwa ekonomi meroket eh malah nyungsep itu masalahnya link dibawah untuk ingatkan pak  atas janji bpk apa pak  mau akui gagal penuhi janji  cc    ,"['masalahnya', 'pak', '@jokowi', 'janji', 'bahwa', 'ekonomi', 'meroket', ',', 'eh', 'malah', 'nyungsep', '.', 'itu', 'masalah-nya', '.', 'link', 'dibawah', 'untuk', 'ingatkan', 'pak', '@jokowi', 'atas', 'janji', 'bpk', '.', 'apa', 'pak', '@jokowi', 'mau', 'akui', 'gagal', 'penuhi', 'janji', '?', 'cc', ':', '@politik_twit', '@fahrihamzah', '@fadlizon', 'https://money.kompas.com/read/2015/08/05/192311826/jokowi.mulai.september.pertumbuhan.ekonomi.indonesia.akan.meroketâ', 'â', '€', '¦']","['@jokowi', 'janji', 'ekonomi', 'meroket', ',', 'eh', 'nyungsep', '.', 'masalah-nya', '.', 'link', 'dibawah', 'ingatkan', '@jokowi', 'janji', 'bpk', '.', '@jokowi', 'akui', 'gagal', 'penuhi', 'janji', '?', 'cc', ':', '@politik_twit', '@fahrihamzah', '@fadlizon', 'https://money.kompas.com/read/2015/08/05/192311826/jokowi.mulai.september.pertumbuhan.ekonomi.indonesia.akan.meroketâ', 'â', '€', '¦']","['jokowi', 'janji', 'ekonomi', 'roket', '', 'eh', 'nyungsep', '', 'masalah', '', 'link', 'bawah', 'ingat', 'jokowi', 'janji', 'bpk', '', 'jokowi', 'aku', 'gagal', 'penuh', 'janji', '', 'cc', '', 'politik twit', 'fahrihamzah', 'fadlizon', 'https money kompas com read 2015 08 05 192311826 jokowi mulai september tumbuh ekonomi indonesia akan roket', '', '', '']",jokowi janji ekonomi roket  eh nyungsep  masalah  link bawah ingat jokowi janji bpk  jokowi aku gagal penuh janji  cc  politik twit fahrihamzah fadlizon https money kompas com read 2015 08 05 192311826 jokowi mulai september tumbuh ekonomi indonesia akan roket   
negatif,ini maksudnya apa ya pak emangnya ngitung pertumbuhan ekonomi gmn menurut anda pak  ,"['ini', 'maksudnya', 'apa', 'ya', 'pak', '?', '?', '?', 'emangnya', 'ngitung', 'pertumbuhan', 'ekonomi', 'gmn', 'menurut', 'anda', 'pak', '@jokowi', '?']","['maksudnya', 'ya', '?', '?', '?', 'emangnya', 'ngitung', 'pertumbuhan', 'ekonomi', 'gmn', '@jokowi', '?']","['maksud', 'ya', '', '', '', 'emang', 'ngitung', 'tumbuh', 'ekonomi', 'gmn', 'jokowi', '']",maksud ya    emang ngitung tumbuh ekonomi gmn jokowi 
netral,pilihorangbaik pilihjelasislamnya pilihbajuputih  berbagai pencapaian telah berhasil tercapai khususnya pertumbuhan ekonomi di era pemerintahan  jk sangat jauh meningkat   hyperlink    ,"['#pilihorangbaik', '#pilihjelasislamnya', '#pilihbajuputih', 'berbagai', 'pencapaian', 'telah', 'berhasil', 'tercapai', '.', 'khususnya', 'pertumbuhan', 'ekonomi', 'di', 'era', 'pemerintahan', '@jokowi', '-', 'jk', ',', 'sangat', 'jauh', 'meningkat', '.', 'hyperlink', '""', 'https://www.youtube.com/watch?v=p8qvuqcf9ioâ', 'â', '€', '¦', '""', 'https://www.youtube.com/watch?v=p8qvuqcf9ioâ', 'â', '€', '¦', ']']","['#pilihorangbaik', '#pilihjelasislamnya', '#pilihbajuputih', 'pencapaian', 'berhasil', 'tercapai', '.', 'pertumbuhan', 'ekonomi', 'era', 'pemerintahan', '@jokowi', '-', 'jk', ',', 'meningkat', '.', 'hyperlink', '""', 'https://www.youtube.com/watch?v=p8qvuqcf9ioâ', 'â', '€', '¦', '""', 'https://www.youtube.com/watch?v=p8qvuqcf9ioâ', 'â', '€', '¦', ']']","['pilihorangbaik', 'pilihjelasislamnya', 'pilihbajuputih', 'capai', 'hasil', 'capai', '', 'tumbuh', 'ekonomi', 'era', 'perintah', 'jokowi', '-', 'jk', '', 'tingkat', '', 'hyperlink', '', 'https www youtube com watch v p8qvuqcf9io', '', '', '', '', 'https www youtube com watch v p8qvuqcf9io', '', '', '', '']",pilihorangbaik pilihjelasislamnya pilihbajuputih capai hasil capai  tumbuh ekonomi era perintah jokowi - jk  tingkat  hyperlink  https www youtube com watch v p8qvuqcf9io     https www youtube com watch v p8qvuqcf9io    
netral,pilihorangbaik pilihjelasislamnya pilihbajuputih  kekompakan bermula dari persatuan rasa saling menghargai menghormati dan melengkapi dengan begitu pasti bangsa ini dapat berpikir maju kedepan  ,"['#pilihorangbaik', '#pilihjelasislamnya', '#pilihbajuputih', 'kekompakan', 'bermula', 'dari', 'persatuan', ',', 'rasa', 'saling', 'menghargai', ',', 'menghormati', 'dan', 'melengkapi', '.', 'dengan', 'begitu', 'pasti', 'bangsa', 'ini', 'dapat', 'berpikir', 'maju', 'kedepan', '.', '@jokowi', '@khmarufamin_']","['#pilihorangbaik', '#pilihjelasislamnya', '#pilihbajuputih', 'kekompakan', 'persatuan', ',', 'menghargai', ',', 'menghormati', 'melengkapi', '.', 'bangsa', 'berpikir', 'maju', 'kedepan', '.', '@jokowi', '@khmarufamin_']","['pilihorangbaik', 'pilihjelasislamnya', 'pilihbajuputih', 'kompak', 'satu', '', 'harga', '', 'hormat', 'lengkap', '', 'bangsa', 'pikir', 'maju', 'depan', '', 'jokowi', 'khmarufamin']",pilihorangbaik pilihjelasislamnya pilihbajuputih kompak satu  harga  hormat lengkap  bangsa pikir maju depan  jokowi khmarufamin
negatif,  lahh dr games bisa beli mobil mewah beli rumah punya pendapatan dapet penghargaan kasih makan orng di rumah lw bilang gak berbobot lw balik aja k hidup jaman soeharto orbaaaa hiduppp cendana dkijoin,"['@detikcom', '@jokowi', 'lahh', 'dr', 'games', 'bisa', 'beli', 'mobil', 'mewah', '.', 'beli', 'rumah', '.', 'punya', 'pendapatan', '.', 'dapet', 'penghargaan', '.', 'kasih', 'makan', 'orng', 'di', 'rumah', '.', 'lw', 'bilang', 'gak', 'berbobot', '?', 'lw', 'balik', 'aja', 'k', 'hidup', 'jaman', 'soeharto', '.', 'orbaaaa', '.', 'hiduppp', 'cendana', '!', '#2019dkijoin']","['@detikcom', '@jokowi', 'lahh', 'dr', 'games', 'beli', 'mobil', 'mewah', '.', 'beli', 'rumah', '.', 'pendapatan', '.', 'dapet', 'penghargaan', '.', 'kasih', 'makan', 'orng', 'rumah', '.', 'lw', 'bilang', 'gak', 'berbobot', '?', 'lw', 'aja', 'k', 'hidup', 'jaman', 'soeharto', '.', 'orbaaaa', '.', 'hiduppp', 'cendana', '!', '#2019dkijoin']","['detikcom', 'jokowi', 'lahh', 'dr', 'games', 'beli', 'mobil', 'mewah', '', 'beli', 'rumah', '', 'dapat', '', 'dapet', 'harga', '', 'kasih', 'makan', 'orng', 'rumah', '', 'lw', 'bilang', 'gak', 'bobot', '', 'lw', 'aja', 'k', 'hidup', 'jaman', 'soeharto', '', 'orbaaaa', '', 'hiduppp', 'cendana', '', '2019dkijoin']",detikcom jokowi lahh dr games beli mobil mewah  beli rumah  dapat  dapet harga  kasih makan orng rumah  lw bilang gak bobot  lw aja k hidup jaman soeharto  orbaaaa  hiduppp cendana  2019dkijoin
netral,tnya sj pd diri anda jg apa msh sehat jg g anda semua harga ga cuma gas lpg aja yg sudah ada het kalau anda mau harga rbbeli di pangkalan atau agen atau di spbu yg menyediakan lpg bnyk yg antri mlh desa baik aja masmakane kl anda pgn duitnya bnykkerja keras mas,"['tnya', 'sj', 'pd', 'diri', 'anda', 'jg', 'apa', 'msh', 'sehat', 'jg', 'g', 'anda', '?', 'semua', 'harga', 'ga', 'cuma', 'gas', 'lpg', 'aja', 'yg', 'sudah', 'ada', 'h', '.', 'e', '.', 't', 'kalau', 'anda', 'mau', 'harga', '15-16rb.beli', 'di', 'pangkalan', 'atau', 'agen', 'atau', 'di', 'spbu', 'yg', 'menyediakan', 'lpg', 'bnyk', 'yg', 'antri', 'mlh', '.', 'desa', 'baik', '""', 'aja', 'mas', ',', 'makane', 'kl', 'anda', 'pgn', 'duitnya', 'bnyk', ',', 'kerja', 'keras', 'masðÿ', '˜', '‚']","['tnya', 'sj', 'pd', 'jg', 'msh', 'sehat', 'jg', 'g', '?', 'harga', 'ga', 'gas', 'lpg', 'aja', 'yg', 'h', '.', 'e', '.', 't', 'harga', '15-16rb.beli', 'pangkalan', 'agen', 'spbu', 'yg', 'menyediakan', 'lpg', 'bnyk', 'yg', 'antri', 'mlh', '.', 'desa', '""', 'aja', 'mas', ',', 'makane', 'kl', 'pgn', 'duitnya', 'bnyk', ',', 'kerja', 'keras', 'masðÿ', '˜', '‚']","['tnya', 'sj', 'pd', 'jg', 'msh', 'sehat', 'jg', 'g', '', 'harga', 'ga', 'gas', 'lpg', 'aja', 'yg', 'h', '', 'e', '', 't', 'harga', '15-16rb beli', 'pangkal', 'agen', 'spbu', 'yg', 'sedia', 'lpg', 'bnyk', 'yg', 'antri', 'mlh', '', 'desa', '', 'aja', 'mas', '', 'makane', 'kl', 'pgn', 'duit', 'bnyk', '', 'kerja', 'keras', 'mas', '', '']",tnya sj pd jg msh sehat jg g  harga ga gas lpg aja yg h  e  t harga 15-16rb beli pangkal agen spbu yg sedia lpg bnyk yg antri mlh  desa  aja mas  makane kl pgn duit bnyk  kerja keras mas  
netral,tax ratio  xx  dan ada tax amnesty saja para pengusaha dan pelaku ekonomi sdh berat dan teriak apalagi  xx  apa yg sudah dijalankan pemerintah jokowi dibidang pajak sudah efektif sekali terbukti dengan tembus target penerimaan pajak  pada thn  debatpilpres,"['tax', 'ratio', '10', ',', 'xx', '%', 'dan', 'ada', 'tax', 'amnesty', 'saja', 'para', 'pengusaha', 'dan', 'pelaku', 'ekonomi', 'sdh', 'berat', 'dan', 'teriak', 'apalagi', '16', ',', 'xx', '%', '.', 'apa', 'yg', 'sudah', 'dijalankan', 'pemerintah', 'jokowi', 'dibidang', 'pajak', 'sudah', 'efektif', 'sekali', 'terbukti', 'dengan', 'tembus', 'target', 'penerimaan', 'pajak', '100', '%', 'pada', 'thn', '2018', '#debatpilpres2019']","['tax', 'ratio', '10', ',', 'xx', '%', 'tax', 'amnesty', 'pengusaha', 'pelaku', 'ekonomi', 'sdh', 'berat', 'teriak', '16', ',', 'xx', '%', '.', 'yg', 'dijalankan', 'pemerintah', 'jokowi', 'dibidang', 'pajak', 'efektif', 'terbukti', 'tembus', 'target', 'penerimaan', 'pajak', '100', '%', 'thn', '2018', '#debatpilpres2019']","['tax', 'ratio', '10', '', 'xx', '', 'tax', 'amnesty', 'usaha', 'laku', 'ekonomi', 'sdh', 'berat', 'teriak', '16', '', 'xx', '', '', 'yg', 'jalan', 'perintah', 'jokowi', 'bidang', 'pajak', 'efektif', 'bukti', 'tembus', 'target', 'terima', 'pajak', '100', '', 'thn', '2018', 'debatpilpres2019']",tax ratio 10  xx  tax amnesty usaha laku ekonomi sdh berat teriak 16  xx   yg jalan perintah jokowi bidang pajak efektif bukti tembus target terima pajak 100  thn 2018 debatpilpres2019
negatif,ngapain holdang holding pake istilah world class segala tapi duitnya parkir di luar negeri tak ada pengaruh ekonomi ke ekonomi nasional ,"['ngapain', 'holdang', 'holding', 'pake', 'istilah', '""', 'world', 'class', '""', 'segala', 'tapi', 'duitnya', 'parkir', 'di', 'luar', 'negeri', '.', 'tak', 'ada', 'pengaruh', 'ekonomi', 'ke', 'ekonomi', 'nasional', '.']","['ngapain', 'holdang', 'holding', 'pake', 'istilah', '""', 'world', 'class', '""', 'duitnya', 'parkir', 'negeri', '.', 'pengaruh', 'ekonomi', 'ekonomi', 'nasional', '.']","['ngapain', 'holdang', 'holding', 'pake', 'istilah', '', 'world', 'class', '', 'duit', 'parkir', 'negeri', '', 'pengaruh', 'ekonomi', 'ekonomi', 'nasional', '']",ngapain holdang holding pake istilah  world class  duit parkir negeri  pengaruh ekonomi ekonomi nasional 
netral,ayo   segera usut kalian di gaji oleh rakyat,"['ayo', '@kpu_id', '@kpu_ri', 'segera', 'usut', 'kalian', 'di', 'gaji', 'oleh', 'rakyat', '...']","['ayo', '@kpu_id', '@kpu_ri', 'usut', 'gaji', 'rakyat', '...']","['ayo', 'kpu id', 'kpu ri', 'usut', 'gaji', 'rakyat', '']",ayo kpu id kpu ri usut gaji rakyat 
netral,benarkah kondisi bumn kita goyah  prabowo subianto mengatakan badan usaha milik negara bumn yang menjadi benteng terakhir perekonomian nasional saat ini malah goyah benarkah  dikutip  ,"['benarkah', 'kondisi', 'bumn', 'kita', 'goyah', '?', 'prabowo', 'subianto', 'mengatakan', ',', 'badan', 'usaha', 'milik', 'negara', '(', 'bumn', ')', 'yang', 'menjadi', 'benteng', 'terakhir', 'perekonomian', 'nasional', 'saat', 'ini', 'malah', 'goyah', '.', 'benarkah', '?', 'dikutip', '...', 'https://www.merdeka.com/uang/disebut-goyah-bumn-cetak-laba-rp-188-triliun-di-2018.htmlâ', 'â', '€', '¦']","['kondisi', 'bumn', 'goyah', '?', 'prabowo', 'subianto', ',', 'badan', 'usaha', 'milik', 'negara', '(', 'bumn', ')', 'benteng', 'perekonomian', 'nasional', 'goyah', '.', '?', 'dikutip', '...', 'https://www.merdeka.com/uang/disebut-goyah-bumn-cetak-laba-rp-188-triliun-di-2018.htmlâ', 'â', '€', '¦']","['kondisi', 'bumn', 'goyah', '', 'prabowo', 'subianto', '', 'badan', 'usaha', 'milik', 'negara', '', 'bumn', '', 'benteng', 'ekonomi', 'nasional', 'goyah', '', '', 'kutip', '', 'https www merdeka com uang disebut-goyah-bumn-cetak-laba-rp-188-triliun-di-2018 html', '', '', '']",kondisi bumn goyah  prabowo subianto  badan usaha milik negara  bumn  benteng ekonomi nasional goyah   kutip  https www merdeka com uang disebut-goyah-bumn-cetak-laba-rp-188-triliun-di-2018 html   
negatif,dipikirnya pengembangan esport itu main doang aplikasi yg ada di smartphone itu byk yg mulainya dr main doang terus jd aplikasi yg byk manfaatnya kata siapa pengangguran digaji byk baca buka wawasan jgn mpermalukan gen z,"['dipikirnya', 'pengembangan', 'esport', 'itu', 'main', 'doang', '?', 'aplikasi', 'yg', 'ada', 'di', 'smartphone', 'itu', 'byk', 'yg', 'mulainya', 'dr', '""', 'main', 'doang', '""', 'terus', 'jd', 'aplikasi', '2', 'yg', 'byk', 'manfaatnya', '.', 'kata', 'siapa', 'pengangguran', 'digaji', '?', 'byk', 'baca', ',', 'buka', 'wawasan', '.', 'jgn', 'mpermalukan', 'gen', 'z', '.']","['dipikirnya', 'pengembangan', 'esport', 'main', 'doang', '?', 'aplikasi', 'yg', 'smartphone', 'byk', 'yg', 'mulainya', 'dr', '""', 'main', 'doang', '""', 'jd', 'aplikasi', '2', 'yg', 'byk', 'manfaatnya', '.', 'pengangguran', 'digaji', '?', 'byk', 'baca', ',', 'buka', 'wawasan', '.', 'jgn', 'mpermalukan', 'gen', 'z', '.']","['pikir', 'kembang', 'esport', 'main', 'doang', '', 'aplikasi', 'yg', 'smartphone', 'byk', 'yg', 'mulai', 'dr', '', 'main', 'doang', '', 'jd', 'aplikasi', '2', 'yg', 'byk', 'manfaat', '', 'anggur', 'gaji', '', 'byk', 'baca', '', 'buka', 'wawas', '', 'jgn', 'mpermalukan', 'gen', 'z', '']",pikir kembang esport main doang  aplikasi yg smartphone byk yg mulai dr  main doang  jd aplikasi 2 yg byk manfaat  anggur gaji  byk baca  buka wawas  jgn mpermalukan gen z 
positif,anda sehatpangkalan itu harga udah di tentukan masanda fkir saya bodohjustru semenjak jokowi subsidi gas di kurangi di alih kan ke dana pkh tadijadi cuma i bolak balik ajagk perlu org pinter klw cuma mbolak balik subsidi,"['anda', 'sehat', '?', 'pangkalan', 'itu', 'harga', 'udah', 'di', 'tentukan', 'mas', ',', 'anda', 'fkir', 'saya', 'bodoh', ',', 'justru', 'semenjak', 'jokowi', 'subsidi', 'gas', 'di', 'kurangi', 'di', 'alih', 'kan', 'ke', 'dana', 'pkh', 'tadi', ',', 'jadi', 'cuma', 'ä', '‘', 'i', 'bolak', 'balik', 'aja', ',', 'gk', 'perlu', 'org', 'pinter', 'klw', 'cuma', 'mbolak', 'balik', 'subsidiðÿ', '˜', '‚']","['sehat', '?', 'pangkalan', 'harga', 'udah', 'tentukan', 'mas', ',', 'fkir', 'bodoh', ',', 'semenjak', 'jokowi', 'subsidi', 'gas', 'kurangi', 'alih', 'dana', 'pkh', ',', 'ä', '‘', 'i', 'bolak', 'aja', ',', 'gk', 'org', 'pinter', 'klw', 'mbolak', 'subsidiðÿ', '˜', '‚']","['sehat', '', 'pangkal', 'harga', 'udah', 'tentu', 'mas', '', 'fkir', 'bodoh', '', 'semenjak', 'jokowi', 'subsidi', 'gas', 'kurang', 'alih', 'dana', 'pkh', '', '', '', 'i', 'bolak', 'aja', '', 'gk', 'org', 'pinter', 'klw', 'mbolak', 'subsidi', '', '']",sehat  pangkal harga udah tentu mas  fkir bodoh  semenjak jokowi subsidi gas kurang alih dana pkh    i bolak aja  gk org pinter klw mbolak subsidi  
positif,apapun yang terjadi  harga mati apapun yang terjadi jokowiamin untuk nkri ,"['apapun', 'yang', 'terjadi', '@ygofficialblink', 'harga', 'mati', '!', '!', 'apapun', 'yang', 'terjadi', 'jokowi', '&', 'amin', 'untuk', 'nkri', '.', '@kpopzoneid']","['apapun', '@ygofficialblink', 'harga', 'mati', '!', '!', 'apapun', 'jokowi', '&', 'amin', 'nkri', '.', '@kpopzoneid']","['apa', 'ygofficialblink', 'harga', 'mati', '', '', 'apa', 'jokowi', '', 'amin', 'nkri', '', 'kpopzoneid']",apa ygofficialblink harga mati   apa jokowi  amin nkri  kpopzoneid
netral,pak prabowo dan pak sandi pak jokowi itu sudah melakukan semenjak menjadi walikota gaji beliau di kasihkan ke warga solo yang membutuhkan  ,"['pak', 'prabowo', 'dan', 'pak', 'sandi', 'pak', 'jokowi', 'itu', 'sudah', 'melakukan', 'semenjak', 'menjadi', 'walikota', 'gaji', 'beliau', 'di', 'kasihkan', 'ke', 'warga', 'solo', 'yang', 'membutuhkan', ',', 'ðÿ', '˜', 'š']","['prabowo', 'sandi', 'jokowi', 'semenjak', 'walikota', 'gaji', 'beliau', 'kasihkan', 'warga', 'solo', 'membutuhkan', ',', 'ðÿ', '˜', 'š']","['prabowo', 'sandi', 'jokowi', 'semenjak', 'walikota', 'gaji', 'beliau', 'kasih', 'warga', 'solo', 'butuh', '', '', '', '']",prabowo sandi jokowi semenjak walikota gaji beliau kasih warga solo butuh    
positif,prabowosandi memang pasangan yang harmonis tahu diri dan mengerti posisinya masingmasing  bukan pencintraan bukan kepurapuraan mereka saling menghargai satu sama lain  beda dengan pasangan goal getter dan boneka  uasdifitnahkejidanbrutal ,"['prabowo-sandi', 'memang', 'pasangan', 'yang', 'harmonis', ',', 'tahu', 'diri', 'dan', 'mengerti', 'posisinya', 'masing-masing', 'ðÿ', '‘', '\x8d', '.', 'bukan', 'pencintraan', ',', 'bukan', 'kepura-puraan', ',', 'mereka', 'saling', 'menghargai', 'satu', 'sama', 'lain', 'ðÿ', '˜', '˜', '.', 'beda', 'dengan', 'pasangan', 'goal', 'getter', 'dan', 'boneka', '.', '#uasdifitnahkejidanbrutal', 'https://twitter.com/akuntofa/status/1117297319966199808â', 'â', '€', '¦']","['prabowo-sandi', 'pasangan', 'harmonis', ',', 'mengerti', 'posisinya', 'ðÿ', '‘', '\x8d', '.', 'pencintraan', ',', 'kepura-puraan', ',', 'menghargai', 'ðÿ', '˜', '˜', '.', 'beda', 'pasangan', 'goal', 'getter', 'boneka', '.', '#uasdifitnahkejidanbrutal', 'https://twitter.com/akuntofa/status/1117297319966199808â', 'â', '€', '¦']","['prabowo-sandi', 'pasang', 'harmonis', '', 'erti', 'posisi', '', '', '', '', 'pencintraan', '', 'pura', '', 'harga', '', '', '', '', 'beda', 'pasang', 'goal', 'getter', 'boneka', '', 'uasdifitnahkejidanbrutal', 'https twitter com akuntofa status 1117297319966199808', '', '', '']",prabowo-sandi pasang harmonis  erti posisi     pencintraan  pura  harga     beda pasang goal getter boneka  uasdifitnahkejidanbrutal https twitter com akuntofa status 1117297319966199808   
negatif,loe katrok loetekhnologi digital sekarang mampu meraih pendapatan ekonomi yang harus diperhatikanprabowo saja yg orang kunotaunya elus elus ekor kuda,"['loe', 'katrok', 'loe', '...', 'tekhnologi', 'digital', 'sekarang', 'mampu', 'meraih', 'pendapatan', 'ekonomi', 'yang', 'harus', 'diperhatikan', '..', 'prabowo', 'saja', 'yg', 'orang', 'kuno', '...', 'taunya', 'elus', 'elus', 'ekor', 'kuda']","['loe', 'katrok', 'loe', '...', 'tekhnologi', 'digital', 'meraih', 'pendapatan', 'ekonomi', 'diperhatikan', '..', 'prabowo', 'yg', 'orang', 'kuno', '...', 'taunya', 'elus', 'elus', 'ekor', 'kuda']","['loe', 'katrok', 'loe', '', 'tekhnologi', 'digital', 'raih', 'dapat', 'ekonomi', 'perhati', '', 'prabowo', 'yg', 'orang', 'kuno', '', 'tau', 'elus', 'elus', 'ekor', 'kuda']",loe katrok loe  tekhnologi digital raih dapat ekonomi perhati  prabowo yg orang kuno  tau elus elus ekor kuda
positif,yg biasa ngemplang pajak korupsi maen proyek mafia impor keknya udh pd meriang takut prabowo menang tusukprabowosandi uasdifitnahkejidanbrutal,"['yg', 'biasa', 'ngemplang', 'pajak', ',', 'korupsi', 'maen', 'proyek', ',', 'mafia', 'impor', 'keknya', 'udh', 'pd', 'meriang', 'takut', 'prabowo', 'menang', '..', '#tusukprabowosandi', '#uasdifitnahkejidanbrutal']","['yg', 'ngemplang', 'pajak', ',', 'korupsi', 'maen', 'proyek', ',', 'mafia', 'impor', 'keknya', 'udh', 'pd', 'meriang', 'takut', 'prabowo', 'menang', '..', '#tusukprabowosandi', '#uasdifitnahkejidanbrutal']","['yg', 'ngemplang', 'pajak', '', 'korupsi', 'maen', 'proyek', '', 'mafia', 'impor', 'kek', 'udh', 'pd', 'meriang', 'takut', 'prabowo', 'menang', '', 'tusukprabowosandi', 'uasdifitnahkejidanbrutal']",yg ngemplang pajak  korupsi maen proyek  mafia impor kek udh pd meriang takut prabowo menang  tusukprabowosandi uasdifitnahkejidanbrutal
positif,semoga yg amanah ikhlas tegas ekonomi pro rakyat kecil peduli petani nelayan buruh pedagang kecil yg menuju masyarakat yg adil makmur sejahtera dan aman insyaallah pak prabowo subianto dan sandi aga memenangkan pilpres bulan april amin x  yra ,"['semoga', 'yg', 'amanah', ',', 'ikhlas', ',', 'tegas', ',', 'ekonomi', 'pro', 'rakyat', 'kecil', ',', 'peduli', 'petani', ',', 'nelayan', ',', 'buruh', ',', 'pedagang', 'kecil', ',', 'yg', 'menuju', 'masyarakat', 'yg', 'adil', ',', 'makmur', ',', 'sejahtera', 'dan', 'aman', '.', 'insyaallah', 'pak', 'prabowo', 'subianto', 'dan', 'sandi', 'aga', 'memenangkan', 'pilpres', 'bulan', 'april', '.', 'amin', 'x', '3', 'yra', '!', '!', '!']","['semoga', 'yg', 'amanah', ',', 'ikhlas', ',', ',', 'ekonomi', 'pro', 'rakyat', ',', 'peduli', 'petani', ',', 'nelayan', ',', 'buruh', ',', 'pedagang', ',', 'yg', 'masyarakat', 'yg', 'adil', ',', 'makmur', ',', 'sejahtera', 'aman', '.', 'insyaallah', 'prabowo', 'subianto', 'sandi', 'aga', 'memenangkan', 'pilpres', 'april', '.', 'amin', 'x', '3', 'yra', '!', '!', '!']","['moga', 'yg', 'amanah', '', 'ikhlas', '', '', 'ekonomi', 'pro', 'rakyat', '', 'peduli', 'tani', '', 'nelayan', '', 'buruh', '', 'dagang', '', 'yg', 'masyarakat', 'yg', 'adil', '', 'makmur', '', 'sejahtera', 'aman', '', 'insyaallah', 'prabowo', 'subianto', 'sandi', 'aga', 'menang', 'pilpres', 'april', '', 'amin', 'x', '3', 'yra', '', '', '']",moga yg amanah  ikhlas   ekonomi pro rakyat  peduli tani  nelayan  buruh  dagang  yg masyarakat yg adil  makmur  sejahtera aman  insyaallah prabowo subianto sandi aga menang pilpres april  amin x 3 yra   
netral,rb kl anda bl di agen langsungmalah dapet rb  kl gas rb itu dr agen ke konsumen artinya orang jualan ya pasti cr untungitu namane perputaran roda ekonomi,"['16rb', 'kl', 'anda', 'bl', 'di', 'agen', 'langsung', ',', ',', 'malah', 'dapet', '15rb', '...', 'kl', 'gas', '18rb', 'itu', 'dr', 'agen', ',', 'ke', 'konsumen', '...', 'artinya', 'orang', 'jualan', 'ya', 'pasti', 'cr', 'untung', ',', ',', 'itu', 'namane', 'perputaran', 'roda', 'ekonomiðÿ', '™', '\x8f']","['16rb', 'kl', 'bl', 'agen', 'langsung', ',', ',', 'dapet', '15rb', '...', 'kl', 'gas', '18rb', 'dr', 'agen', ',', 'konsumen', '...', 'orang', 'jualan', 'ya', 'cr', 'untung', ',', ',', 'namane', 'perputaran', 'roda', 'ekonomiðÿ', '™', '\x8f']","['16rb', 'kl', 'bl', 'agen', 'langsung', '', '', 'dapet', '15rb', '', 'kl', 'gas', '18rb', 'dr', 'agen', '', 'konsumen', '', 'orang', 'jual', 'ya', 'cr', 'untung', '', '', 'namane', 'putar', 'roda', 'ekonomi', '', '']",16rb kl bl agen langsung   dapet 15rb  kl gas 18rb dr agen  konsumen  orang jual ya cr untung   namane putar roda ekonomi  
